Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
45245,"The Reality Dysfunction (Night's Dawn, #1)",Peter F. Hamilton,"Hamilton, Peter F.",,330340328,9.78033E+12,5,4.13,Pan Books,Mass Market Paperback,1223,1997,1996,,24/04/2017,,,read,,,,1,,,0,,,,,
41821,The Gods Themselves,Isaac Asimov,"Asimov, Isaac",,1857989341,9.78186E+12,5,4.09,Millenium,Paperback,288,2000,1972,,24/04/2017,,,read,,,,1,,,0,,,,,
45252,"Pandora's Star (Commonwealth Saga, #1)",Peter F. Hamilton,"Hamilton, Peter F.",Marta García Martínez,345461622,9.78035E+12,4,4.23,Del Rey,Hardcover,768,2005,2004,,24/04/2017,,,read,,,,1,,,0,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,439064864,9.78044E+12,4,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,,24/04/2017,,,read,,,,1,,,0,,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,,,5,4.56,Scholastic,Paperback,734,2002,2000,,24/04/2017,,,read,,,,1,,,0,,,,,
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,553588486,9.78055E+12,5,4.44,Bantam,Mass Market Paperback,835,2005,1996,,24/04/2017,,,read,,,,1,,,0,,,,,
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,,,4,4.5,Scholastic Inc.,Paperback,870,2004,2003,,24/04/2017,,,read,,,,1,,,0,,,,,
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,,,4,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,24/04/2017,,,read,,,,1,,,0,,,,,
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,,,5,4.57,Scholastic Inc.,Paperback,652,2006,2005,,24/04/2017,,,read,,,,1,,,0,,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,043965548X,9.78044E+12,5,4.57,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,24/04/2017,,,read,,,,1,,,0,,,,,
13152,"The Angel Experiment (Maximum Ride, #1)",James Patterson,"Patterson, James",,446617792,9.78045E+12,3,4.07,Grand Central Publishing,Mass Market Paperback,445,2006,2005,,24/04/2017,,,read,,,,1,,,0,,,,,
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.",,618260307,9.78062E+12,2,4.28,Houghton Mifflin,Paperback,366,2002,1937,,24/04/2017,,,read,,,,1,,,0,,,,,
455373,Sphere,Michael Crichton,"Crichton, Michael",,,,5,3.81,Ballantine Books,Paperback,371,1997,1987,,24/04/2017,,,read,,,,1,,,0,,,,,
41811,The Caves of Steel (Robot #1),Isaac Asimov,"Asimov, Isaac",,,,5,4.18,Voyager,Mass Market Paperback,206,1997,1954,,24/04/2017,,,read,,,,1,,,0,,,,,
4407,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,,,3,4.1,Headline Review,Paperback,635,2005,2001,,24/04/2017,,,read,,,,1,,,0,,,,,
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Joanna Kilmartin, Mehmet Aközer, Steve Cox",,,2,3.99,Harcourt,Paperback,204,2002,1961,,24/04/2017,,,read,,,,1,,,0,,,,,
77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,553560735,9.78055E+12,4,3.86,Spectra Books,Mass Market Paperback,572,1993,1992,,24/04/2017,,,read,,,,1,,,0,,,,,
22590,Ubik,Philip K. Dick,"Dick, Philip K.","David Alabort, Manuel Espín",8498000831,9.7885E+12,3,4.08,La factoría de ideas,Paperback,288,2006,1969,,24/04/2017,,,read,,,,1,,,0,,,,,
7670,"The Andromeda Strain (Andromeda, #1)",Michael Crichton,"Crichton, Michael",,60541814,9.78006E+12,4,3.9,Avon Books,Paperback,327,2003,1969,,24/04/2017,,,read,,,,1,,,0,,,,,
216363,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,679740678,9.78068E+12,5,3.62,Vintage,Paperback,259,1992,1962,,24/04/2017,,,read,,,,1,,,0,,,,,
547094,I Am Legend and Other Stories,Richard Matheson,"Matheson, Richard",,031286504X,9.78031E+12,4,4,Orb Books,Paperback,317,1997,1954,,24/04/2017,,,read,,,,1,,,0,,,,,
33507,"Twenty Thousand Leagues Under the Sea (Extraordinary Voyages, #6)",Jules Verne,"Verne, Jules",Anthony Bonner,076072850X,9.78076E+12,5,3.89,Barnes & Noble,Hardcover,394,2002,1869,,24/04/2017,,,read,,,,1,,,0,,,,,
61666,Contact,Carl Sagan,"Sagan, Carl",William Olivier Desmond,2266079999,9.78227E+12,5,4.13,Pocket,Mass Market Paperback,580,1997,1985,,24/04/2017,,,read,,,,1,,,0,,,,,
14050,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,965818675,9.78097E+12,5,3.98,MacAdam/Cage,Paperback,540,2003,2003,,24/04/2017,,,read,,,,1,,,0,,,,,
3,Harry Potter and the Sorcerer's Stone (Harry Potter #1),J.K. Rowling,"Rowling, J.K.",Mary GrandPré,,,4,4.48,Scholastic Inc,Hardcover,309,2003,1997,,24/04/2017,,,read,,,,1,,,0,,,,,
112537,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,1857231589,9.78186E+12,4,4.1,,Paperback,243,2000,1973,,24/04/2017,,,read,,,,1,,,0,,,,,
414999,Childhood's End,Arthur C. Clarke,"Clarke, Arthur C.",,,,5,4.1,Del Rey Books,Mass Market Paperback,224,1987,1953,,24/04/2017,,,read,,,,1,,,0,,,,,
17214,Starship Troopers,Robert A. Heinlein,"Heinlein, Robert A.",,441783589,9.78044E+12,5,4,Ace Book,Mass Market Paperback,208,1987,1959,,24/04/2017,,,read,,,,1,,,0,,,,,
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,451457994,9.78045E+12,4,4.15,Roc,Paperback,297,2000,1968,,24/04/2017,,,read,,,,1,,,0,,,,,
149267,The Stand,Stephen King,"King, Stephen",Bernie Wrightson,385199570,9.78039E+12,5,4.34,Doubleday Books,Hardcover,1152,1990,1978,,24/04/2017,,,read,,,,1,,,0,,,,,
76778,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",,553278223,9.78055E+12,5,4.15,Bantam/Spectra,Paperback,182,1984,1950,,24/04/2017,,,read,,,,1,,,0,,,,,
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,553803700,9.78055E+12,5,4.2,Bantam Books,Hardcover,224,2004,1950,,24/04/2017,,,read,,,,1,,,0,,,,,
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",James Warhola,441788386,9.78044E+12,4,3.92,Ace,Paperback,525,1991,1961,,24/04/2017,,,read,,,,1,,,0,,,,,
234225,"Dune (Dune Chronicles, #1)",Frank Herbert,"Herbert, Frank",Domingo Santos,340839937,9.78034E+12,3,4.23,Hodder & Stoughton,Paperback,604,2006,1965,,24/04/2017,,,read,,,,1,,,0,,,,,
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,812550706,9.78081E+12,4,4.3,Tor,Mass Market Paperback,324,2004,1985,,24/04/2017,,,read,,,,1,,,0,,,,,
13642710,"Nexus (Nexus, #1)",Ramez Naam,"Naam, Ramez",,857662937,9.78086E+12,5,4.05,Angry Robot,Paperback,460,2012,2012,,24/04/2017,,,read,,,,1,,,0,,,,,
162898,A Connecticut Yankee in King Arthur's Court,Mark Twain,"Twain, Mark",,,,5,3.77,Simon  Schuster,Paperback,480,2007,1889,,24/04/2017,,,read,,,,1,,,0,,,,,
32829,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",Jules Verne,"Verne, Jules",,553213970,9.78055E+12,5,3.86,Bantam,Paperback,240,2006,1864,,24/04/2017,,,read,,,,1,,,0,,,,,
7733,Gulliver's Travels,Jonathan Swift,"Swift, Jonathan",Robert DeMaria Jr.,141439491,9.78014E+12,5,3.58,Penguin,Paperback,306,2003,1726,,24/04/2017,,,read,,,,1,,,0,,,,,
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti",,,4,3.89,Signet Classics,Paperback,118,2002,1895,,24/04/2017,,,read,,,,1,,,0,,,,,
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,553803719,9.78055E+12,5,4.17,Bantam,Hardcover,244,2004,1951,,24/04/2017,,,read,,,,1,,,0,,,,,
22328,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,,,4,3.9,Ace Books,Mass Market Paperback,271,1984,1984,,24/04/2017,,,read,,,,1,,,0,,,,,
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,60929871,9.78006E+12,5,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,24/04/2017,,,read,,,,1,,,0,,,,,
5470,1984,George Orwell,"Orwell, George","Erich Fromm, Regina Silveira, Marcelo Pen, Golo Mann, Irving Howe, Raymond Williams, Thomas Pynchon, Homi K. Bhabha, Martha C. Nussbaum, Bernard Crick, George Packer",,,5,4.19,New American Library,Mass Market Paperback,328,1950,1949,,24/04/2017,,,read,,,,1,,,0,,,,,
18007564,The Martian,Andy Weir,"Weir, Andy",,804139024,9.7808E+12,5,4.4,Crown,Hardcover,384,2014,2012,,24/04/2017,,,read,,,,1,,,0,,,,,
24911173,BrainWeb,Douglas E. Richards,"Richards, Douglas E.",,,,0,4.15,Paragon Press,Kindle Edition,360,2015,2015,,24/04/2017,,,read,,,,1,,,0,,,,,
45260,"The Naked God (Night's Dawn, #3)",Peter F. Hamilton,"Hamilton, Peter F.",,333725034,9.78033E+12,0,4.21,Macmillan,Paperback,1174,1999,1999,,24/04/2017,,,read,,,,1,,,0,,,,,
